vibration,tilt,strain,pore_pressure,temp,humidity,label
0.017020805840866515,16.463282900845893,0.28994476917127393,0.2699546526042967,29.516023123012133,49.81491274579204,0
0.14650867003224854,17.994676512723586,0.30267460100168725,0.07002938662037789,20.180075397725933,42.688527129403035,0
0.34785453847702247,20.66457150583044,0.32193285465591137,0.2670493426889892,23.677017113690578,50.47436885759844,0
0.43996283819950754,22.037267239732948,0.4266887170655141,0.19843709279025643,29.78262197435483,49.29506654230911,0
0.22380057752712496,17.2786583973067,0.13194448318992302,0.21027359261448292,23.697648956657552,57.31843691656362,0
0.0392198156758114,21.860183767006227,0.3765625973171965,0.024272728792538754,20.395222638547686,51.64592458672779,0
0.4748774440613757,24.450082707972534,0.054410977195347654,0.0796193661908763,28.689281791381678,58.463596786816275,0
0.3864621570946727,19.356192073951497,0.10922149328328007,0.05145069915641689,22.21760075194184,48.72126990995753,0
0.3519358310604402,12.692614962904027,0.08594322926470871,0.09807732081364398,26.289995859967267,58.52629393724766,0
0.43292301343315753,22.6915215781218,0.3409139563661776,0.06115249479082378,27.585885403869003,55.5089794304826,0
0.08463527385106995,15.272191241994532,0.4888748839518995,0.24139881310461675,25.338447667174698,40.79888068376151,0
0.005280585060403298,15.470789344130797,0.20939590737023217,0.18388677345011845,20.177160827669773,56.40364645940736,0
0.2795897507655135,28.857418239731327,0.19305001925689103,0.20711750824034336,25.21819759717877,45.24217807124542,0
0.08597292791882066,17.574897125049617,0.4924665640943633,0.26308361523582124,29.591410964240307,55.08248452364552,0
0.43890062573625815,16.857927162486938,0.3655502051980857,0.029092863500070187,21.47231872342423,40.26743053140668,0
0.4435015317990818,14.10344097659847,0.4711506618032645,0.16317813130884415,22.856457808353436,42.47647027442555,0
0.41474347583685645,14.351872690805198,0.33188268188820497,0.024067537269592574,28.17096053761801,59.14319505277786,0
0.38722376483329424,28.99707984832976,0.2232283325505991,0.12286655130357545,24.775412256518447,41.571503282072385,0
0.15141917722749382,27.150628297195126,0.35162096632758183,0.1454842771822482,27.63880267899316,48.81928849556869,0
0.3832729209726337,26.056062800427146,0.19017403699269214,0.24473520222272388,22.032169114546925,41.26157849761155,0
0.06642726614969446,28.828426458853297,0.209453032212016,0.14355892007243254,21.348306216438132,47.38283700842101,0
0.22760548155554577,14.17994756568002,0.4952165739002582,0.10507207087364195,25.213803840807795,45.48007826244821,0
0.4591386816964032,25.500910522295783,0.2387770087279001,0.2723853413955597,25.925583134285116,41.695826852540506,0
0.0944977527089586,14.664785852426036,0.24199923507787574,0.17457012844946646,26.65091368416203,47.81771386503765,0
0.42187242699449135,22.16142827055189,0.2621657449328155,0.09217773201651012,29.369376966481596,44.6342514142716,0
0.27601656886275466,11.967709083521104,0.09739000090118632,0.2949722763579135,28.856539655012213,42.83642387412457,0
0.39930712816212016,17.543451575402017,0.46717886626486893,0.011716527860293657,26.85754425392504,55.65652741076441,0
0.33995846329223156,25.530612575350403,0.011977698626788491,0.07693848269914526,23.075316789811712,41.64407461832969,0
0.0502677247535554,15.254434315285131,0.1444458155384804,0.2525201882443198,22.447888343774785,47.73888995876698,0
0.4037841203095954,24.088808916203224,0.21418333095666325,0.07302388597538949,27.91622467746207,55.15935507459563,0
0.12298805230773413,16.412079746467967,0.4887600535675035,0.26790621566933154,25.492849352692637,41.343517603576686,0
0.3972335292297365,10.2244345719222,0.3970701073437558,0.1232285406202876,24.38697158406535,41.0114820499758,0
0.006846444351307324,24.896512182138697,0.08842414575224261,0.06735708263822475,27.370916915920585,58.33564717864482,0
0.02163316854464764,15.027735136991963,0.12654597282831076,0.15044675190659207,22.466740983478715,53.89875182811462,0
0.12541835479126662,20.305893174283934,0.08805279246165698,0.22990864915343848,22.25500319737449,42.398101104404546,0
0.2573097131040043,16.94900211486659,0.3023083029225461,0.2676851195475976,25.62719791347703,59.928661345726326,0
